Ссылка на товар	Ссылка на картинку	Хлебные крошки	Название	Артикул	Цена	Оффер для цены	Описание
https://goldapple.ru/10019-19000004371-rouge-a-levres-mat	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614229374841_1_vexbi6h5nn7n2q0r.jpg	Главная/макияж/Губы/Губная помада	GUCCI rouge à lèvres mat	19000004633	3 450 ₽	 	Насыщенный, яркий цвет и сильный матовый финиш. Представляем коллекцию матовых помад Rouge à Lèvres Mat от Gucci Beauty, созданную Алессандро Микеле. Gucci выходит за привычные рамки индустрии макияжа, провозглашая торжество самовыражения с помощью коллекции новых матовых помад Rouge à Lèvres Mat. Обладая ярким и стойким цветом, текстура Rouge à Lèvres Mat не сушит губы и не скатывается в комочки. Коллекция из 28 изумительных оттенков включает в себя нежные нюдовые, яркие розовые, насыщенные красные и глубокие пурпурные цвета – точь в точь как в модных показах Gucci.
https://goldapple.ru/10001-14039700041-dior-addict-stellar-shine	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/3/3348901456852_1_qvgteki7xbsilfpq.jpg	Главная/бренды/Dior/Макияж/Губы/Губные помады	DIOR dior addict stellar shine	14039700034	1 644 ₽	По специальному предложению	Dior Addict Stellar Shine - помада для губ нового поколения, который обеспечивает 8 часов невероятного сияния и 24 часа увлажнения. Формула с ухаживающими компонентами насыщена алое вера, пчелиным воском натурального происхождения и 5 маслами. День за днем губы становятся более мягкими, увлажненными и наполненными.
https://goldapple.ru/10825-true-color	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/2/7290110451745_1_qf1awmml3gn6b85t.jpg	Главная	GA DE true color	17053100071	792 ₽	Со скидкой 25%	Увлажняющая помада с текстурой от легкой перламутровой до средней глянцевой. Увлажняет и защищает от вредного воздействия окружающей среды и солнца. Гиалуроновая кислота в микросферах обеспечивает интенсивное длительное увлажнение кожи губ. Содержит витамин Е – антиоксидант.
https://goldapple.ru/12153-19760308833-allure-shine-lustrous-lip-plumper	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/8809546843568_1_qdl9wmccmh97kvp6.jpg	Главная	DEAR DAHLIA allure shine lustrous lip plumper	19760308833	2 065 ₽	Со скидкой 30%	Помада Dear Dahlia с нежной текстурой и мерцающими частицами придаёт губам насыщенный оттенок и впечатляющее сияние. Натуральные ингредиенты, в том числе масло имбиря и экстракты перца и мяты, визуально увеличивают объём губ. В состав также входит масло какао для эффективного увлажнения кожи. Благодаря нежной текстуре помада создает невесомое, гладкое и ровное покрытие без ощущения липкости. Всего один слой помады – и губы становятся сияющими, более объемными и увлажнёнными.
https://goldapple.ru/10899-69995900002-demi-matt-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/4/0/4059729224859_1_bs7qt7ktotfeowr2.jpg	Главная	CATRICE demi matt lipstick	69995900007	289 ₽	Со скидкой 31%	Идеальное сочетание: бархатистый финиш и невероятно комфортная, неощутимая на губах текстура. Приятная, обволакивающая формула оставляет полуматовый финиш и без труда наносится на губы, словно бальзам. Невесомое, и в то же время – насыщенное цветом покрытие обладает высокой стойкостью. В состав помады вошли масла авокадо и оливы, которые смягчают и увлажняют кожу губ. В линейку вошли оттенки от деликатного нюда до классического красного, заключенные в стильный матовый футляр с обновленным дизайном.
https://goldapple.ru/10013-18056300001-pure-color-envy-matte	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/887167187221_1_9z7qb7n0vvtfjtk2.jpg	Главная	ESTÉE LAUDER pure color envy matte	18056300002	1 495 ₽	Со скидкой 50%	Матовая губная помада Esteе Lauder Pure Color Envy Matte - шикарная помада с отличным качеством. Pure Color Envy Matte имеет роскошный и элегантный дизайн, который можно брать с собой в сумочке. Цвета у помад насыщенные и матовые. Помада от Esteе Lauder носится целый день и смазывается. Помада не сушит губы и дарит ощущение комфорта. У помады имеется легкий и ненавязчивый карамельный запах. Помада наносится насыщенным и плотным покрытием. В коллекции помад имеется множество оттенков, поэтому каждая найдет оттенок себе по душе. С этой помадой ваши губы будут выглядеть шикарно и увлажнено. Текстура у помады кремовая.
https://goldapple.ru/10024-14072000030-vernis-a-levres-vinyl-cream	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614271332578_1_dp5yiuhuy2xrqxig.jpg	Главная	YVES SAINT LAURENT vernis a levres vinyl cream	14064500016	1 560 ₽	Со скидкой 50%	Лак для губ VAL Vinyl Cream – первое кремовое покрытие с насыщенным цветом, длительным лаковым сиянием и комфортным увлажнением. Сразу после нанесения Ваши губы становятся гладкими и увлажнёнными. Благодаря уникальному запатентованному аппликатору, нанесение становится максимально удобным. Новый must-have для ваших губ.
https://goldapple.ru/10011-24873400009-lip-maestro	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3605521648433_1_gyhc47am0w7rtavy.jpg	Главная/макияж/Губы/Губная помада	GIORGIO ARMANI lip maestro	24873400001	3 290 ₽	 	Giorgio Armani представляет бархатный гель для губ Lip Maestro - перый гель с бархатистой текстурой и матовым финишем. Гель мгновенно делает губы более полными и соблазнительными. Чувственная, нелипкая текстура надолго обеспечивает комфорт и увлажнение губам. Пигменты в составе геля дарят губам насыщенный, соблазнительный, манящий цвет. «Lip Maestro стал воплощением нашей мечты: мы желали создать безупречные, яркие оттенки, которые будут выглядеть идеально с любым тоном кожи. Исключительные, роскошные оттенки выглядят великолепно с матовым финишем», - Линда Кантелло, визажист Giorgio Armani Beauty.
https://goldapple.ru/10023-3232200005-matte-constance	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/7/3700971322794_1_zpevfmc4drylqxhu.jpg	Главная/макияж/Губы/Губная помада	VIVIENNE SABO matte constance	3232200001	350 ₽	 	Хотите узнать, что такое постоянство? Постоянство цвета, нежности и элегантности? Все эти слова - о ней, новой коллекции устойчивых матовых помад Matte Constance от Vivienne Sabo. Бархатная нежная помада легко скользит по губам и практически не ощущается на коже в течение дня. Устойчивая формула позволяет наслаждаться великолепными матовыми оттенками в течение длительного времени. Matte Constance - так и хочется, чтобы она коснулась Ваших губ!
https://goldapple.ru/10023-3224800007-matte-magnifique	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/7/3700971312580_1_goubl4sbqz5ljkta.jpg	Главная/макияж/Губы/Губная помада	VIVIENNE SABO matte magnifique	3224800005	350 ₽	 	Помада жидкая матовая Vivienne Sabo Matte Magnifiqie – прекрасные модные цвета и бережный уход. Благодаря помаде губы получают ощущения мягкости и нежности. Яркие цветовые решения помады, ложатся на губы без потерь оттенка, создавая соблазнительный матовый бархат губ. Помада легко наносится на губы, подчеркивая их форму. Сочный аромат помады Vivienne Sabo напоминает свежее варенье из лепестков алых роз. Современные ингредиенты помады Matte Magnifiqie, обеспечивают нежный уход за кожей губ, оберегая их от пересыхания и даря упругость. Силиконовые масла помады создают 100%-ный матовый эффект, который сочетается с соблазнительным ароматом и легкостью покрытия.
https://goldapple.ru/10079-58343800010-velvet	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/4/6/4680245013995_1_srzjzpfuedzcdryp.jpg	Главная/макияж/Губы/Губная помада	DIVAGE velvet	58343800006	260 ₽	 	Помада для губ жидкая матовая Divage Liquid Matt Lipstick Velvet просто создана для того, чтобы ваши губы приобрели сногсшибательный бархатистый эффект. Легкая текстура помады удобно наносится, не создает ощущения дискомфорта. Liquid Matt Lipstick Velvet разработана таким образом, что сделает ваш образ соблазнительным и запоминающимся. Компания Divage поработала над упаковкой, обращая внимание на аппликатор. Благодаря удобной кисточке продукт ложится на губы легко, ровным слоем и не требует нанесения нескольких слоев одновременно. Помада относится к типу жидких, в этой серии только матовые оттенки с пронзительными и глубокими цветами.
https://goldapple.ru/10013-14130100022-pure-color-envy	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/887167072961_1_hkybsf9dsu8dqtvo.jpg	Главная/макияж/Губы/Губная помада	ESTÉE LAUDER pure color envy sculpting lipstick	14130100012	1 505 ₽	Со скидкой 50%	Цвет, способный преобразить ваши губы, стиль и настроение. Моделирует форму губ: многогранные частицы пигмента помогают создать яркий образ. Губы приобретают соблазнительную форму и изгиб. Увлажняет: Увлажняющий комплекс медленного высвобождения помогает удерживать влагу, способствуя постоянному увлажнению. Губы увлажнены в течение всего дня. Подчеркивает губы: придает губам насыщенный оттенок одним движением. Выразительные моделирующие оттенки подходят к любому тону кожи. Суперкремовая текстура наносится легко и равномерно. Помада дарит неповторимое ощущение мягкости и комфорта. Стойкость до 8 часов. Форма помады повторяет контур губ. Знаменитый магнитный футляр темно-синего цвета, закрывающийся одним нажатием, — воплощение роскоши в ваших руках.
https://goldapple.ru/117072029-the-essential-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/a/a/aa3be5487fdcb916acf3995b00c61ba6.jpg	Главная	3INA the essential lipstick	3261500002	590 ₽	 	Губная помада Mina The Essential Lipstick сочетает в себе ухаживающий состав и стойкую формулу. Яркий акцент на губах поможет сделать ваш образ завершенным. Нежнейшая кремовая текстура продукта The Essential Lipstick легко наносится и аккуратно распределяется по всему объему губ, образуя плотное гладкое покрытие. При этом ваша кожа ощущает абсолютную легкость и комфорт, поскольку масла и натуральные воски, входящие в состав губной помады, выполняют роль увлажнителей. Даже при нанесении одного слоя помады, достигается максимальная насыщенность и сияние оттенка.
https://goldapple.ru/10561-3023700038-soft-matte-lip-cream	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/0/800897829995_1_52oqkuakn2wciaxj.jpg	Главная	NYX PROFESSIONAL MAKEUP soft matte lip cream	3023700038	540 ₽	Со скидкой 25%	Матовая жидкая помада-крем NYX Professional Makeup Soft Matte Lip Cream – незаменимое средство при стремлении к совершенству образа и блистательной женственности. Необычная и восхитительная новинка от американской компании NYX Professional Makeup как ураган ворвалась на рынок косметической продукции: суперстойкая, модная, с матовым финишем и привлекательным дизайном. Потрясающее обилие пигмента в суфлеобразной жидкой текстуре Soft Matte Lip Cream создает невероятно насыщенный цвет, который готов пристыдить краски живой природы. Аккуратно нанесите тонким слоем матовую жидкую помаду-крем на поверхность губ с помощью удобной кисточки. Подсыхая, средство моментально приобретает трендовую матовость, а Ваши губы – притягательность магнита и соблазнительную таинственность до самого конца дня.
https://goldapple.ru/10015-14011400053-joli-rouge	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/3/3380810382549_1_kg0xieomrdjtncny.jpg	Главная	CLARINS joli rouge	19760305885	1 170 ₽	Со скидкой 50%	Легендарная губная помада Clarins, обладающая нежной кремовой текстурой и ухаживающей формулой, дарит губам яркий сочный цвет, стойкое атласное покрытие и длительное ощущение комфорта. Помада легко наносится, не скатывается и не растекается в течение дня. А входящие в ее состав органический экстракт солероса и масло манго увлажняют, питают и защищают губы, делая их гладкими, нежными и визуально более объемными.
https://goldapple.ru/10021018-visionairy-gel	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/h/t/http192.168.0.11shiseidoimages729238151956_1.jpg	Главная	SHISEIDO visionairy gel	14123400043	1 350 ₽	Со скидкой 50%	Помада для губ с невесомой стойкой формулой и легким атласным покрытием и яркими насыщенными оттенками. Не ощущается на коже благодаря революционной технологии Triple Gel Technology, соединяющей большое число пигментов с водой, обеспечивая необыкновенную плавность скольжения стика и мягкое, приятное покрытие, при этом, устойчивое. Максимально комфортная в использовании, невесомая формула помады на 15% состоит из воды, которая при контакте с губами создает легкий охлаждающий эффект и мгновенное длительное увлажнение. Для сохранения этой инновационной помады как можно дольше в свежем состоянии тюбик помещен в герметичную упаковку из фольги.
https://goldapple.ru/117072032-the-chubby-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/0/f/0f6986bc2b40299936d677e3c92531b7.jpg	Главная/макияж/Губы/Губная помада	3INA the chubby lipstick	3261500038	950 ₽	 	Помада-карандаш для губ Mina The Chubby Lipstick - это невероятно эффективное и практичное средство для макияжа. Формат продукта The Chubby Lipstick предоставляет особое удобство при нанесении и позволяет вам ощутить касание шелка. Насыщенность оттенка помады-карандаша для губ обеспечивается благодаря наличию ярких устойчивых пигментов, которые не тускнеют и наделяют цвет глубиной. Косметическая формула помады обладает высокой стойкостью, выдерживающей даже испытание влагой. Продукт создает идеально гладкое покрытие, которое подчеркивает вашу непревзойденную привлекательность.
https://goldapple.ru/10013-18055100016-pure-color-envy-hi-lustre	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/d/3d776b7ee2c7a1405999c1e156b38d1c.jpg	Главная/макияж/Губы/Губная помада	ESTÉE LAUDER pure color envy hi-lustre	18055100003	1 495 ₽	Со скидкой 50%	Сияющая губная помада Esteе Lauder Pure Color Envy Hi-Lustre уверенно раскрывает всю познавательную глубину своей сияющей роскошной многогранности. Удивительная улучшенная формула Pure Color Envy Hi-Lustre поражает мягкой деликатной непроницаемостью своего покрытия и насыщенным ярким богатством цветового пигмента. Действие шикарных компонентов в составе помады, соответствуют косметическим процедурам, которые омолаживают кожу губ, корректируют форму и делают их более пухленькими. Шикарный выбор от известного бренда Esteе Lauder для изысканного перламутрового сияния вашей улыбки, которое делает её ещё очаровательней.
https://goldapple.ru/catalog/product/view/id/100205	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3600523739134_1_vqh9wgfitqy4klbx.jpg	Главная	L'OREAL PARIS rouge signature parisian sunset	3124400012	533 ₽	Со скидкой 25%	Помада Rouge Signature – это первый матовый тинт для губ с ультранасыщенным цветом, который абсолютно не ощущается на губах. Откройте для себя Rouge Signature Parisian Sunset – 3 новых оттенка Rouge Signature, вдохновляющие как Парижские закаты. Эта помада не оставит тебя равнодушной. Экспериментируй и наслаждайся, а Rouge Signature поможет тебе в этом.
https://goldapple.ru/10063-26371600006-lip-color	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/8/888066010726_1_uj6rx2vc61u2gc3f.jpg	Главная	TOM FORD lip color	26371600006	4 500 ₽	 	Помада для губ Tom Ford Lip Color невероятно популярна у девушек. С ее помощью легко расставить нужные акценты в макияже. Серия Lip Color объединяет 23 оттенка. Все они насыщенные, глубокие, являются оригинальной аранжировкой традиционных тонов. Все косметические продукты марки Tom Ford содержат натуральные ингредиенты. Потому служат не только инструментом для превращения девушек в прекрасных леди, но и отличным средством ухода за кожей. В этой помаде для губ присутствуют природные масла: из эксклюзивного растения муру-муру и популярной в Евразии ромашки. Благодаря им кожа приобретает бархатистость.
https://goldapple.ru/10561-3036900006-powder-puff-lippie	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/0/800897140403_1_by648gx5s4jylemy.jpg	Главная	NYX PROFESSIONAL MAKEUP powder puff lippie	3036900001	637 ₽	Со скидкой 25%	Помада для губ NYX Professional Makeup powder puff lippie – это сногсшибательная помада для утонченных красавиц. Приятная текстура мусса, мягкий аппликатор, идеальное бархатистое покрытие. Помада для губ от NYX Professional Makeup, не зависимо от цвета, предаст вашим губам насыщенность и превосходную форму. Удобный аппликатор упрощает нанесение помады на губы, а объем отлично рассчитан на двухмесячное использование. Из-за огромного ассортимента вы всегда сможете подобрать свой цвет, в этой серии представлены помады от светло-персикового цвета, до ярко-красного. Матовая помада powder puff lippie предает эффект пудры и создает объем. Помада от NYX Professional Makeup отлично подойдет девушкам со светлой кожей в зимний период.
https://goldapple.ru/10763-24944900025-vice-lipstick-matte	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3605971155437_1_whmrbfoxzrkxsnpy.jpg	Главная	URBAN DECAY vice lipstick matte	24944900002	1 950 ₽	 	Губная помада Urban Decay Vice Lipstick — это приятный сюрприз для представительниц прекрасного пола. Vice Lipstick подойдет всем — и нежным девушкам, и бизнес-леди, и роковым женщинам. Ведь выбирать есть из чего. В этой коллекции Urban Decay представлены 100 оттенков (от нежных пастельных тонов к броским и вызывающим) и 6 текстур. Еще одно преимущество губной помады — мощный пигмент: для идеального цвета достаточно одного нанесения. Vice Lipstick насыщена целым комплексом полезных ингредиентов: витаминами С и Е, маслами баббасу, жожоба, авокадо, иллипе и алое вера. Она питает губы, делает их шелковистыми и мягкими. Эта помада — попадание прямо в цель, что подтверждает изысканный футляр, стилизованный под гильзу.
https://goldapple.ru/10008-14171800002-l-absolu-lacquer	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614272028845_1_yvayqq8fqss6vcbs.jpg	Главная	LANCÔME l'absolu lacquer	14171800002	1 500 ₽	Со скидкой 50%	Встречайте идеальное продолжение франшизы Absolu новый лак для губ LAbsolu Lacquer. LAbsolu Lacquer это экстремально яркое покрытие, лаковое сияние и целых 17 необыкновенно пигментированных оттенков для создания блистательного образа.Благодаря четкому аппликатору лак для губ с легкостью наносится одним движением, а Вы можете регулировать яркость покрытия. Легкая и нелипкая формула при нанесении создает ощущение свежести. LAbsolu Lacquer дарит губам длительное ощущение комфорта благодаря питательным маслам в составе. Ваши губы остаются мягкими и увлажненными в течение 8 часов.Ведите за собой. Блистательно!
https://goldapple.ru/11455-89732100002-celeste	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/7/3/731509640922_1_lgp9oznnvaumfe83.jpg	Главная/макияж/Губы/Губная помада	KISS NEW YORK PROFESSIONAL celeste	89732100001	298 ₽	Со скидкой 40%	Ультраматовая жидкая помада Kiss NewYork Celeste - Candy Apple – высокоустойчивая яркая помада, созданная на водной основе. Натуральные компоненты помады – пчелиный воск и белая глина, активно увлажняют губы и защищают их от внешнего воздействия. Благодаря матовому финишу помады Celeste - Candy Apple и ее насыщенному цвету, губы выглядят роскошно в любое время дня. Уникальная формула помады, делает ее нанесение легким и равномерным, устойчивым и не требующим коррекции до 8 часов. Водная основа помады предотвращает сухость губ и обеспечивает воздушность текстуры. Элегантная кисть-аппликатор, повторяет форму губ, что помогает наносить помаду от Kiss NewYork аккуратно и равномерно, не создавая излишних слоев.
https://goldapple.ru/10009-32026400005-rouge-g	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/3/3346470426702_1_pzpuc66s8ajxy4mb.jpg	Главная	GUERLAIN rouge g	32026400005	1 479 ₽	Со скидкой 45%	Помада Rouge G – настоящий маст-хэв и первая помада с возможностью кастомизации, которая предлагает множество комбинаций из 30 оттенков и 23 футляров, чтобы создать свою собственную помаду и выразить оригинальный стиль. Шаг 1. Выберите Ваш оттенок на любой случай: от идеального нюда до роскошного красного. Ухаживающая формула обеспечивает интенсивный стойкий цвет и с комфортом ухаживает за губами. Полимеры растительного происхождения и посеребрённые светоотражающие микрокристаллы создают настоящее совершенство – стойкий, интенсивный цвет. Масла жожоба и манго питают кожу, надолго создавая ощущение комфорта. Гиалуроновая кислота и смола гугул разглаживают и придают губам объём. Шаг 2. Выберите Ваш футляр в разнообразии стилей: от непреходящих до самых модных - раздолье для коллекционирования. Роскошный футляр с двумя потайными зеркальцами создан легендарным ювелиром Лоренцом Баумером и представлен в 23 дизайнах. Выразите Ваш индивидуальный стиль. Кастомизируйте Вашу помаду Rouge G.
https://goldapple.ru/10014-3133500074-hydra-extreme	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3600531489038_1_lew87pjzvphcdbqw.jpg	Главная/макияж/Губы/Губная помада	MAYBELLINE NEW YORK hydra extreme	3133500073	195 ₽	Со скидкой 25%	Формула с натуральным коллагеном увлажняет и ухаживает за губами. Аллантоин предотвращает появление мелких трещинок и морщинок на губах. Губы заметно более чувственные, на 50% более гладкие, в 6 раз более увлажненные. Фактор защиты от УФ-лучей – SPF 15. Увлажняющая помада легко наносится и не скатывается! 24 роскошных оттенка: пастельные и коричневые, красные и коралловые, лиловые и сливовые, розовые. Коллекция Гармония Бежевого – более естественные, более сияющие оттенки, чтобы подчеркнуть натуральный цвет твоих губ.
https://goldapple.ru/117072030-the-matte-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/d/f/df6c4f135ac6fe0ae780024716ad0ac2.jpg	Главная	3INA the matte lipstick	3261500017	950 ₽	 	Матовая губная помада Mina The Matte Lipstick произведена на основе стойкой косметической формулы, протестированной дерматологами. При нанесении, а также в течение всего времени нахождения бархатистой консистенции продукта The Matte Lipstick на губах, ощущается абсолютный комфорт и легкость. Кремовая текстура матовой губной помады способствует максимально удобному нанесению. Косметическое средство обладает насыщенным оттенком, который достоин стать завершающим штрихом вашего идеального образа. Помада неизменно держится на поверхности губ в течение нескольких часов, не взирая на испытания влагой или прикосновением.
https://goldapple.ru/10024-14052000009-rouge-pur-couture-the-slim	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614272139909_1_vzuxwkokjm8xj1tt.jpg	Главная	YVES SAINT LAURENT rouge pur couture the slim	14052000009	1 560 ₽	Со скидкой 50%	ROUGE PUR COUTURE THE SLIM изменит твое представление о привычной губной помаде. Ультратонкий квадратный кончик в форме усеченного конуса обеспечивает точное нанесение в соответствии с изгибом губ. Благодаря мягкой пудровой текстуре и насыщенным оттенкам, THE SLIM создает идеально очерченную линию губ и матовый финиш. Классика от-кутюр – безупречный внешний вид без усилий.
https://goldapple.ru/10024-14078000007-rouge-pur-couture	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614273325837_1.png_rjxa9woo1zy8rktn.jpg	Главная/макияж/Губы/Губная помада	YVES SAINT LAURENT rouge pur couture	19760340294	1 872 ₽	Со скидкой 40%	Помада всегда была культовым знаком женской красоты. Для YSL такой момент наступил, когда в 1978 году Ив Сен-Лоран выпустил первую помаду с оттенками от кутюр. Именно тогда было положено начало, вознёсшее яркие цвета помады на пьедестал славы. Помада Rouge Pur Couture начала своё шествие по планете, даря губам каждой своей обладательницы насыщенный, роскошный оттенок. Rouge Pur Couture стала абсолютным оружием сильной женщины. Спустя 40 лет, помада Rouge Pur Couture продолжает быть иконой, отождествляющей беззаботную женственность и смелость каждой женщины. С первого нанесения, помада одевает губы в роскошный оттенок, обеспечивает им интенсивное увлажнение и уход. Золотой футляр помады Rouge Pur Couture дарит ощущение прикосновения к прекрасному - к моде от кутюр. Помада представлена в матовой и глянцевой палитрах.
https://goldapple.ru/10011-24877600011-ecstasy-shine	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614271432889_1_82adfy8su0rm22yz.jpg	Главная	GIORGIO ARMANI ecstasy shine	24877600011	2 229 ₽	Со скидкой 30%	Губная помада, обеспечивающая увлажнение, яркий блеск и ровный цвет. Помада Ecstasy Shine ощущается как крем-бальзам для губ, но придающая блеск, яркость и цвет помады. Ecstasy Shine сочетает в себе технологии тонкой кристаллизации цвета в кремовой текстуре помады.
https://goldapple.ru/10561-3029900005-round-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/0/800897115647_1_4en4mukexxubrglc.jpg	Главная/макияж/Губы/Губная помада	NYX PROFESSIONAL MAKEUP round lipstick	3029900005	315 ₽	Со скидкой 25%	Классическая кремовая губная помада NYX Professional Makeup Round Lipstick – универсальный солдат Вашей косметички. Классика от знаменитой американской компании NYX Professional Makeup находится вне времени и тенденций моды. Она уместна в офисе, на прогулке и на вечеринке. Бархатистая текстура, обогащенная минералами, равномерно распределяется по поверхности губ, напоминая по действию увлажняющий крем и создавая притягательный женственный образ. Поразительная стойкость Round Lipstick сохраняет насыщенный цвет и не оставляет следов при любых испытаниях. Учитывая невероятное изобилие оттенков классической кремовой губной помады, не верится, что Вы удержитесь от покупки нескольких экземпляров. Утреннее вдохновение подскажет тон помады для каждого нового дня.
https://goldapple.ru/10561-3034800011-lip-lingerie-matte	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/8/0/800897077976_1_44okuvxxvzrulz32.jpg	Главная	NYX PROFESSIONAL MAKEUP lip lingerie matte	3034800011	622 ₽	Со скидкой 25%	Жидкая губная помада NYX Professional Makeup LIP LINGERIE, которая отличается особыми свойствами. Очень легкая, воздушная, мягкая и приятная. Кисточка удобная, благодаря чему помада аккуратно наносится на губы буквально за несколько секунд. Жидкая губная помада NYX Professional Makeup LIP LINGERIE по текстуре не липкая, имеет не сильно выраженный аромат. Относится к категории матовых и представлена в оригинальном дизайнерском футляре. Незаменима для создания красивого как дневного, так и вечернего макияжа и всегда актуальна, независимо от модных тенденций сезона. Приобретая жидкую губную помаду NYX Professional Makeup LIPLINGERIE, можете быть уверенны, что ваш образ будет смотреться великолепно в любой ситуации.
https://goldapple.ru/10008-14170000002-l-absolu-rouge-cream	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/3/6/3614271385789_1_1ask2ycar5cceus4.jpg	Главная	LANCÔME l'absolu rouge cream	14170000003	1 540 ₽	Со скидкой 50%	Помада для губ с кремовой текстурой L`Absolu Rouge Cream ухаживает за кожей губ и дарит ощущение комфорта. . Помада представлена в новом драгоценном футляре из лакированного черного металла, крышка которого увенчана печатью в виде розы Lancome. Стильный футляр открывается по технологии «CLICK&OPEN». Всего один щелчок отделяет Вас от великолепного яркого цвета Lancome.
https://goldapple.ru/117072031-the-intense-lipstick	https://goldapple.ru/media/catalog/product/cache/fb5d06f7acfb2f26f85333624ccbfb5e/a/0/a03c79ced33c7c3ff558bbda7e456e37.jpg	Главная	3INA the intense lipstick	3261500030	950 ₽	 	Губная помада насыщенная Mina The Intense Lipstick удобно наносится на поверхность при помощи специального мягкого аппликатора. Присутствие слоя помады The Intense Lipstick совершенно не ощущается кожей, даря вам особое наслаждение во время ее использования. Нежная кремовая консистенция гладко покрывает губы и образует невероятно глубокий чистый оттенок. Особым преимуществом насыщенной губной помады является ее способность стойко фиксироваться и сохранять свой первозданный вид в течение нескольких часов, не требуя дополнительной корректировки.
